Judul Berita,Keyword,Sumber Berita,Tanggal Terbit,URL
International,demonstrasi,vivanews.com,14 Oktober 2025 | 16:44 WIB,https://www.viva.co.id/berita/dunia/1854493-nyawa-terancam-presiden-madagaskar-ngumpet-usai-kudeta-militer
Metro,demonstrasi,vivanews.com,14 Oktober 2025 | 15:53 WIB,https://www.viva.co.id/berita/metro/1854468-geruduk-dprd-dki-asphija-protes-raperda-kawasan-tanpa-rokok-matikan-lapangan-kerja
Nasional,demonstrasi,vivanews.com,7 Oktober 2025 | 14:23 WIB,https://www.viva.co.id/berita/nasional/1852971-dua-mahasiswa-undip-sekap-polisi-saat-demo-divonis-2-bulan-3-hari
Bisnis,panen raya,vivanews.com,18 Oktober 2025 | 11:49 WIB,https://www.viva.co.id/bisnis/1855385-panen-raya-brinita-bri-tegaskan-komitmen-dukung-ketahanan-nasional-di-momen-hari-pangan-sedunia
Nasional,panen raya,vivanews.com,27 September 2025 | 16:41 WIB,https://www.viva.co.id/berita/nasional/1851097-kapolda-riau-pimpin-panen-raya-jagung-serentak-di-pekanbaru
Nasional,panen raya,vivanews.com,7 Agustus 2025 | 18:49 WIB,https://www.viva.co.id/berita/nasional/1841832-kejaksaan-turun-ke-sawah-kejati-lampung-target-panen-raya-28-ribu-ton-gabah
Bisnis,panen raya,vivanews.com,25 Juni 2025 | 23:36 WIB,https://www.viva.co.id/bisnis/1834005-banyuwangi-luncurkan-ekosistem-beras-biofortifikasi-skala-industri-pertama-di-indonesia
Bisnis,panen raya,vivanews.com,25 Juni 2025 | 18:16 WIB,https://www.viva.co.id/bisnis/1833961-wapres-gibran-dorong-branding-kopi-ri-biar-jadi-produk-level-internasional
Nasional,panen raya,vivanews.com,10 Juni 2025 | 20:28 WIB,https://www.viva.co.id/berita/nasional/1829340-polri-lepas-ekspor-ribuan-ton-jagung-ke-malaysia-dari-hasil-panen-raya-serentak-di-kalbar
Politik,panen raya,vivanews.com,7 Juni 2025 | 19:30 WIB,https://www.viva.co.id/berita/politik/1829787-panen-raya-jagung-rajiv-dpr-bukti-polri-dukung-program-swasembada-pangan
Militer Indonesia,panen raya,vivanews.com,5 Juni 2025 | 20:57 WIB,https://www.viva.co.id/militer/militer-indonesia/1829500-pastikan-swasembada-pangan-terwujud-panglima-tni-dan-presiden-prabowo-hadiri-panen-raya-jagung-di-kalbar
Video,panen raya,vivanews.com,5 Juni 2025 | 20:18 WIB,https://www.viva.co.id/video/1829462-reaksi-tak-enak-hati-prabowo-gegara-pembaca-doa-tertimpa-tiang-bendera
Bisnis,panen raya,vivanews.com,5 Juni 2025 | 16:07 WIB,https://www.viva.co.id/bisnis/1829398-lepas-ekspor-perdana-1-200-ton-jagung-ke-malaysia-prabowo-indonesia-akan-jadi-lumbung-pangan-dunia
Bisnis,hari raya kurban,vivanews.com,8 Juni 2025 | 16:34 WIB,https://www.viva.co.id/bisnis/1829877-rayakan-idul-adha-hingga-daerah-3-t-asdp-salurkan-seratusan-ekor-hewan-kurban
Edukasi,hari raya kurban,vivanews.com,8 Juni 2025 | 09:56 WIB,https://www.viva.co.id/edukasi/1826701-kemendikdasmen-menebar-108-ekor-kurban-untuk-negeri-wujud-kepedulian-dan-keteladanan-di-hari-raya-idul-adha
,hari raya kurban,vivanews.com,7 Juni 2025 | 20:05 WIB,https://www.viva.co.id/arsip/1826482-jict-serahkan-42-ekor-sapi-kurban-untuk-stakeholders-dan-masyarakat-sekitar-pelabuhan
Trending,hari raya kurban,vivanews.com,6 Juni 2025 | 01:01 WIB,https://www.viva.co.id/trending/1829464-panduan-lengkap-tata-cara-kurban-dalam-islam-ibadah-penuh-makna-di-hari-raya-idul-adha
Trending,hari raya kurban,vivanews.com,6 Juni 2025 | 00:00 WIB,https://www.viva.co.id/trending/1829460-tata-cara-sholat-idul-adha-panduan-lengkap-menjalankan-ibadah-di-hari-raya-kurban
Nasional,hari raya kurban,vivanews.com,5 Juni 2025 | 10:33 WIB,https://www.viva.co.id/berita/nasional/1829259-said-pdip-berkurban-bisa-gerakkan-roda-ekonomi-peternak-sapi
Gosip,hari raya kurban,vivanews.com,4 Juni 2025 | 20:36 WIB,https://www.viva.co.id/showbiz/gosip/1829130-raffi-ahmad-beli-6-ekor-sapi-dari-irfan-hakim-buat-kurban-premium-dan-spesial
Inspirasi & Unik,hari raya kurban,vivanews.com,22 Juni 2024 | 01:55 WIB,https://www.viva.co.id/gaya-hidup/inspirasi-unik/1725475-cara-didimax-mengedukasi-dan-berbagi-di-hari-raya-kurban
Nasional,hari raya kurban,vivanews.com,19 Juni 2024 | 09:34 WIB,https://www.viva.co.id/berita/nasional/1724422-inh-salurkan-ratusan-hewan-kurban-di-9-negara-pada-idul-adha-1445-h
Fit,hari raya kurban,vivanews.com,19 Juni 2024 | 00:02 WIB,https://www.viva.co.id/gaya-hidup/kesehatan-intim/1724235-makan-daging-kurban-waspadai-6-gejala-asam-urat-ini-begini-cara-mengatasinya
Bisnis,hari raya idul fitri,vivanews.com,25 November 2025 | 11:14 WIB,https://www.viva.co.id/bisnis/1863597-natal-2025-dan-lebaran-2026-berdekatan-esdm-blak-blakan-soal-pasokan-bbm-lpg
Nasional,hari raya idul fitri,vivanews.com,24 April 2025 | 19:58 WIB,https://www.viva.co.id/berita/nasional/1817583-evaluasi-pelaksanaan-arus-mudik-lebaran-dpr-travel-gelap-harus-ditertibkan
Politik,hari raya idul fitri,vivanews.com,17 April 2025 | 20:34 WIB,https://www.viva.co.id/berita/politik/1815709-momen-dasco-diskusi-dengan-salim-segaf-aljufri-dan-elit-pks
Nasional,hari raya idul fitri,vivanews.com,17 April 2025 | 14:51 WIB,https://www.viva.co.id/berita/nasional/1815572-istana-prabowo-sudah-teken-uu-tni
Nasional,hari raya idul fitri,vivanews.com,15 April 2025 | 00:02 WIB,https://www.viva.co.id/berita/nasional/1814550-ratusan-warga-pemalang-ajukan-cerai-usai-lebaran-momen-maaf-maafan-gak-ngaruh
Nasional,hari raya idul fitri,vivanews.com,11 April 2025 | 15:31 WIB,https://www.viva.co.id/berita/nasional/1813895-kpk-terima-561-laporan-gratifikasi-lebaran-2025-segini-totalnya
Politik,hari raya idul fitri,vivanews.com,11 April 2025 | 15:00 WIB,https://www.viva.co.id/berita/politik/1813885-ini-sosok-arsitek-dibalik-pertemuan-penting-prabowo-megawati-di-teuku-umar
Bisnis,hari raya idul fitri,vivanews.com,11 April 2025 | 14:26 WIB,https://www.viva.co.id/bisnis/1813865-bph-migas-catat-pengguna-kendaraan-listrik-naik-490-persen-di-mudik-lebaran-2025
Kriminal,hari raya idul fitri,vivanews.com,8 April 2025 | 13:45 WIB,https://www.viva.co.id/berita/kriminal/1812782-motor-hingga-hp-raib-saat-rumah-ditinggal-salat-id-polisi-belum-juga-tangkap-pelakunya
Bisnis,hari raya idul fitri,vivanews.com,7 April 2025 | 12:29 WIB,https://www.viva.co.id/bisnis/1812536-prabowo-bahagia-harga-bahan-pokok-sangat-terkendali-selama-ramadan-dan-lebaran
Bisnis,Harga gula pasir,vivanews.com,3 Juni 2025 | 11:46 WIB,https://www.viva.co.id/bisnis/1828656-daftar-harga-pangan-3-juni-2025-bawang-hingga-daging-sapi-naik
Bisnis,Harga gula pasir,vivanews.com,6 Mei 2025 | 12:13 WIB,https://www.viva.co.id/bisnis/1820870-daftar-harga-pangan-6-mei-2025-beras-telur-ayam-hingga-daging-turun
Bisnis,Harga gula pasir,vivanews.com,2 Mei 2025 | 11:39 WIB,https://www.viva.co.id/bisnis/1819832-daftar-harga-pangan-2-mei-2025-bawang-hingga-gula-pasir-turun
Bisnis,Harga gula pasir,vivanews.com,10 April 2025 | 12:07 WIB,https://www.viva.co.id/bisnis/1813456-daftar-harga-pangan-10-april-2025-bawang-hingga-gula-naik
Bisnis,Harga gula pasir,vivanews.com,8 April 2025 | 12:23 WIB,https://www.viva.co.id/bisnis/1812760-daftar-harga-pangan-8-april-2025-bawang-putih-hingga-daging-sapi-naik
Bisnis,Harga gula pasir,vivanews.com,5 Februari 2025 | 12:16 WIB,https://www.viva.co.id/bisnis/1795841-daftar-harga-pangan-5-februari-2025-bawang-putih-hingga-daging-sapi-naik
Bisnis,Harga gula pasir,vivanews.com,30 Januari 2025 | 12:01 WIB,https://www.viva.co.id/bisnis/1794065-daftar-harga-pangan-30-januari-2025-bawang-hingga-telur-ayam-turun
Bisnis,Harga gula pasir,vivanews.com,24 Januari 2025 | 13:13 WIB,https://www.viva.co.id/bisnis/1792801-daftar-harga-pangan-24-januari-2025-bawang-putih-hingga-daging-sapi-naik
Bisnis,Harga gula pasir,vivanews.com,29 Agustus 2024 | 12:39 WIB,https://www.viva.co.id/bisnis/1746974-daftar-harga-pangan-29-agustus-2024-daging-sapi-dan-minyak-goreng-curah-naik
Bisnis,Harga gula pasir,vivanews.com,27 Juni 2024 | 12:37 WIB,https://www.viva.co.id/bisnis/1727022-daftar-harga-pangan-27-juni-2024-daging-ayam-cabai-hingga-minyak-goreng-turun
Nasional,Harga ayam broiler,vivanews.com,26 Juni 2019 | 17:17 WIB,https://www.viva.co.id/berita/nasional/1160343-protes-harga-anjlok-peternak-bagikan-gratis-6-500-ayam-broiler
,Harga ayam broiler,vivanews.com,4 Juli 2016 | 14:04 WIB,https://www.viva.co.id/arsip/793519-h-2-lebaran-harga-daging-ayam-broiler-meroket
Sport,Harga ayam broiler,vivanews.com,12 Des 2025,https://www.viva.co.id/sport/1867450-terpopuler-update-perolehan-medali-sea-games-2025-raihan-emas-indonesia-hari-kedua-lampaui-target?utm_source=viva&utm_medium=terpopuler_referral&utm_campaign=internal_link
Nasional,Harga ayam broiler,vivanews.com,12 Des 2025,https://www.viva.co.id/berita/nasional/1867396-dedi-mulyadi-belanda-menjajah-indonesia-350-tahun-gunung-masih-utuh-sungai-jernih?utm_source=viva&utm_medium=terpopuler_referral&utm_campaign=internal_link
Nasional,Harga ayam broiler,vivanews.com,12 Des 2025,https://www.viva.co.id/berita/nasional/1867398-bos-bgn-dipantau-tiap-menit-oleh-seskab-teddy-imbas-mobil-mbg-tabrak-siswa?utm_source=viva&utm_medium=terpopuler_referral&utm_campaign=internal_link
Nasional,Harga ayam broiler,vivanews.com,12 Des 2025,https://www.viva.co.id/berita/nasional/1867388-gibran-minta-maaf-soal-insiden-mobil-mbg-tabrak-kerumunan-siswa-sdn-kalibaru-01-usut-tuntas-tak-boleh-terulang?utm_source=viva&utm_medium=terpopuler_referral&utm_campaign=internal_link
Bola,Harga ayam broiler,vivanews.com,12 Des 2025,https://www.viva.co.id/bola/1867366-10-tendangan-terkencang-di-dunia-nomor-1-melesat-210-km-jam?utm_source=viva&utm_medium=terpopuler_referral&utm_campaign=internal_link
Banten,Harga ayam broiler,vivanews.com,7 menit lalu,https://banten.viva.co.id/berita/8065-libur-nataru-imigrasi-bandara-soetta-optimalkan-alur-pemeriksaan
Cianjur,Harga ayam broiler,vivanews.com,7 menit lalu,https://cianjur.viva.co.id/news/22161-daftar-gaji-prajurit-tni-indonesia-dibanding-tentara-negara-lain-di-dunia
Lampung,Harga ayam broiler,vivanews.com,sekitar 1 jam lalu,https://lampung.viva.co.id/pendidikan/7551-ombudsman-lampung-tagih-komitmen-kepala-daerah-tata-kelola-infrastruktur-belum-optimal-maladministrasi-berulang
